,image_paths,labels
211,dataset/train/211.png,3
212,dataset/train/212.png,8
213,dataset/train/213.png,8
214,dataset/train/214.png,9
215,dataset/train/215.png,3
216,dataset/train/216.png,9
217,dataset/train/217.png,0
218,dataset/train/218.png,0
219,dataset/train/219.png,7
220,dataset/train/220.png,0
221,dataset/train/221.png,2
222,dataset/train/222.png,5
223,dataset/train/223.png,3
224,dataset/train/224.png,5
225,dataset/train/225.png,7
226,dataset/train/226.png,6
227,dataset/train/227.png,4
228,dataset/train/228.png,6
229,dataset/train/229.png,9
230,dataset/train/230.png,1
231,dataset/train/231.png,7
232,dataset/train/232.png,8
233,dataset/train/233.png,6
234,dataset/train/234.png,6
235,dataset/train/235.png,6
236,dataset/train/236.png,8
237,dataset/train/237.png,2
238,dataset/train/238.png,9
239,dataset/train/239.png,2
240,dataset/train/240.png,5
241,dataset/train/241.png,6
242,dataset/train/242.png,6
243,dataset/train/243.png,5
244,dataset/train/244.png,5
245,dataset/train/245.png,6
246,dataset/train/246.png,6
247,dataset/train/247.png,2
248,dataset/train/248.png,5
249,dataset/train/249.png,3
250,dataset/train/250.png,3
251,dataset/train/251.png,8
252,dataset/train/252.png,2
253,dataset/train/253.png,3
254,dataset/train/254.png,9
255,dataset/train/255.png,9
256,dataset/train/256.png,5
257,dataset/train/257.png,2
258,dataset/train/258.png,5
259,dataset/train/259.png,1
260,dataset/train/260.png,4
261,dataset/train/261.png,0
262,dataset/train/262.png,6
263,dataset/train/263.png,0
264,dataset/train/264.png,4
265,dataset/train/265.png,8
266,dataset/train/266.png,8
267,dataset/train/267.png,0
268,dataset/train/268.png,8
269,dataset/train/269.png,4
270,dataset/train/270.png,7
271,dataset/train/271.png,9
272,dataset/train/272.png,4
273,dataset/train/273.png,1
274,dataset/train/274.png,2
275,dataset/train/275.png,9
276,dataset/train/276.png,1
277,dataset/train/277.png,5
278,dataset/train/278.png,7
279,dataset/train/279.png,2
280,dataset/train/280.png,0
281,dataset/train/281.png,0
282,dataset/train/282.png,0
283,dataset/train/283.png,6
284,dataset/train/284.png,6
285,dataset/train/285.png,3
286,dataset/train/286.png,5
287,dataset/train/287.png,5
288,dataset/train/288.png,8
289,dataset/train/289.png,8
290,dataset/train/290.png,7
291,dataset/train/291.png,3
292,dataset/train/292.png,0
293,dataset/train/293.png,4
294,dataset/train/294.png,5
295,dataset/train/295.png,9
296,dataset/train/296.png,1
297,dataset/train/297.png,6
298,dataset/train/298.png,1
299,dataset/train/299.png,0
300,dataset/train/300.png,1
301,dataset/train/301.png,4
302,dataset/train/302.png,4
303,dataset/train/303.png,8
304,dataset/train/304.png,5
305,dataset/train/305.png,8
306,dataset/train/306.png,5
307,dataset/train/307.png,6
308,dataset/train/308.png,7
309,dataset/train/309.png,7
310,dataset/train/310.png,0
311,dataset/train/311.png,5
312,dataset/train/312.png,2
313,dataset/train/313.png,5
314,dataset/train/314.png,2
315,dataset/train/315.png,8
316,dataset/train/316.png,1
317,dataset/train/317.png,6
318,dataset/train/318.png,7
319,dataset/train/319.png,9
320,dataset/train/320.png,4
321,dataset/train/321.png,1
322,dataset/train/322.png,8
323,dataset/train/323.png,3
324,dataset/train/324.png,0
325,dataset/train/325.png,1
326,dataset/train/326.png,9
327,dataset/train/327.png,7
328,dataset/train/328.png,7
329,dataset/train/329.png,3
330,dataset/train/330.png,6
331,dataset/train/331.png,9
332,dataset/train/332.png,5
333,dataset/train/333.png,7
334,dataset/train/334.png,8
335,dataset/train/335.png,4
336,dataset/train/336.png,2
337,dataset/train/337.png,4
338,dataset/train/338.png,8
339,dataset/train/339.png,7
340,dataset/train/340.png,2
341,dataset/train/341.png,9
342,dataset/train/342.png,7
343,dataset/train/343.png,7
344,dataset/train/344.png,3
345,dataset/train/345.png,6
346,dataset/train/346.png,5
347,dataset/train/347.png,7
348,dataset/train/348.png,1
349,dataset/train/349.png,7
350,dataset/train/350.png,1
351,dataset/train/351.png,1
352,dataset/train/352.png,4
353,dataset/train/353.png,9
354,dataset/train/354.png,3
355,dataset/train/355.png,6
356,dataset/train/356.png,3
357,dataset/train/357.png,2
358,dataset/train/358.png,4
359,dataset/train/359.png,6
360,dataset/train/360.png,8
361,dataset/train/361.png,6
362,dataset/train/362.png,2
363,dataset/train/363.png,5
364,dataset/train/364.png,7
365,dataset/train/365.png,0
366,dataset/train/366.png,8
367,dataset/train/367.png,6
368,dataset/train/368.png,5
369,dataset/train/369.png,4
370,dataset/train/370.png,5
371,dataset/train/371.png,9
372,dataset/train/372.png,4
373,dataset/train/373.png,2
374,dataset/train/374.png,6
375,dataset/train/375.png,3
376,dataset/train/376.png,9
377,dataset/train/377.png,0
378,dataset/train/378.png,3
379,dataset/train/379.png,0
380,dataset/train/380.png,4
381,dataset/train/381.png,9
382,dataset/train/382.png,6
383,dataset/train/383.png,9
384,dataset/train/384.png,2
385,dataset/train/385.png,6
386,dataset/train/386.png,5
387,dataset/train/387.png,0
388,dataset/train/388.png,6
389,dataset/train/389.png,9
390,dataset/train/390.png,0
391,dataset/train/391.png,0
392,dataset/train/392.png,9
393,dataset/train/393.png,0
394,dataset/train/394.png,8
395,dataset/train/395.png,1
396,dataset/train/396.png,2
397,dataset/train/397.png,0
398,dataset/train/398.png,5
399,dataset/train/399.png,4
400,dataset/train/400.png,4
401,dataset/train/401.png,0
402,dataset/train/402.png,1
403,dataset/train/403.png,9
404,dataset/train/404.png,3
405,dataset/train/405.png,3
406,dataset/train/406.png,5
407,dataset/train/407.png,6
408,dataset/train/408.png,8
409,dataset/train/409.png,0
410,dataset/train/410.png,9
411,dataset/train/411.png,3
412,dataset/train/412.png,9
413,dataset/train/413.png,9
414,dataset/train/414.png,9
415,dataset/train/415.png,0
416,dataset/train/416.png,0
417,dataset/train/417.png,5
418,dataset/train/418.png,7
419,dataset/train/419.png,7
420,dataset/train/420.png,7
421,dataset/train/421.png,8
422,dataset/train/422.png,9
423,dataset/train/423.png,8
424,dataset/train/424.png,2
425,dataset/train/425.png,1
426,dataset/train/426.png,9
427,dataset/train/427.png,5
428,dataset/train/428.png,6
429,dataset/train/429.png,6
430,dataset/train/430.png,3
431,dataset/train/431.png,0
432,dataset/train/432.png,1
433,dataset/train/433.png,3
434,dataset/train/434.png,9
435,dataset/train/435.png,0
436,dataset/train/436.png,9
437,dataset/train/437.png,8
438,dataset/train/438.png,6
439,dataset/train/439.png,8
440,dataset/train/440.png,2
441,dataset/train/441.png,0
442,dataset/train/442.png,6
443,dataset/train/443.png,4
444,dataset/train/444.png,8
445,dataset/train/445.png,8
446,dataset/train/446.png,8
447,dataset/train/447.png,3
448,dataset/train/448.png,3
449,dataset/train/449.png,0
450,dataset/train/450.png,3
451,dataset/train/451.png,4
452,dataset/train/452.png,2
453,dataset/train/453.png,8
454,dataset/train/454.png,6
455,dataset/train/455.png,2
456,dataset/train/456.png,2
457,dataset/train/457.png,9
458,dataset/train/458.png,8
459,dataset/train/459.png,0
460,dataset/train/460.png,7
461,dataset/train/461.png,7
462,dataset/train/462.png,9
463,dataset/train/463.png,7
464,dataset/train/464.png,2
465,dataset/train/465.png,8
466,dataset/train/466.png,1
467,dataset/train/467.png,8
468,dataset/train/468.png,0
469,dataset/train/469.png,3
470,dataset/train/470.png,7
471,dataset/train/471.png,5
472,dataset/train/472.png,8
473,dataset/train/473.png,8
474,dataset/train/474.png,9
475,dataset/train/475.png,4
476,dataset/train/476.png,0
477,dataset/train/477.png,1
478,dataset/train/478.png,5
479,dataset/train/479.png,4
480,dataset/train/480.png,6
481,dataset/train/481.png,0
482,dataset/train/482.png,2
483,dataset/train/483.png,2
484,dataset/train/484.png,7
485,dataset/train/485.png,7
486,dataset/train/486.png,1
487,dataset/train/487.png,5
488,dataset/train/488.png,5
489,dataset/train/489.png,9
490,dataset/train/490.png,2
491,dataset/train/491.png,8
492,dataset/train/492.png,9
493,dataset/train/493.png,7
494,dataset/train/494.png,5
495,dataset/train/495.png,3
496,dataset/train/496.png,1
497,dataset/train/497.png,3
498,dataset/train/498.png,0
499,dataset/train/499.png,6
500,dataset/train/500.png,7
501,dataset/train/501.png,4
502,dataset/train/502.png,4
503,dataset/train/503.png,1
504,dataset/train/504.png,6
505,dataset/train/505.png,9
506,dataset/train/506.png,1
507,dataset/train/507.png,9
508,dataset/train/508.png,5
509,dataset/train/509.png,2
510,dataset/train/510.png,1
511,dataset/train/511.png,6
512,dataset/train/512.png,1
513,dataset/train/513.png,6
514,dataset/train/514.png,0
515,dataset/train/515.png,9
516,dataset/train/516.png,9
517,dataset/train/517.png,8
518,dataset/train/518.png,4
519,dataset/train/519.png,1
520,dataset/train/520.png,2
521,dataset/train/521.png,4
522,dataset/train/522.png,1
523,dataset/train/523.png,0
524,dataset/train/524.png,5
525,dataset/train/525.png,0
526,dataset/train/526.png,2
527,dataset/train/527.png,1
528,dataset/train/528.png,2
529,dataset/train/529.png,3
530,dataset/train/530.png,2
531,dataset/train/531.png,0
532,dataset/train/532.png,4
533,dataset/train/533.png,6
534,dataset/train/534.png,9
535,dataset/train/535.png,0
536,dataset/train/536.png,4
537,dataset/train/537.png,2
538,dataset/train/538.png,7
539,dataset/train/539.png,0
540,dataset/train/540.png,6
541,dataset/train/541.png,1
542,dataset/train/542.png,6
543,dataset/train/543.png,3
544,dataset/train/544.png,9
545,dataset/train/545.png,5
546,dataset/train/546.png,5
547,dataset/train/547.png,2
548,dataset/train/548.png,5
549,dataset/train/549.png,7
550,dataset/train/550.png,9
551,dataset/train/551.png,2
552,dataset/train/552.png,4
553,dataset/train/553.png,0
554,dataset/train/554.png,5
555,dataset/train/555.png,6
556,dataset/train/556.png,9
557,dataset/train/557.png,6
558,dataset/train/558.png,3
559,dataset/train/559.png,4
560,dataset/train/560.png,2
561,dataset/train/561.png,7
562,dataset/train/562.png,2
563,dataset/train/563.png,4
564,dataset/train/564.png,2
565,dataset/train/565.png,3
566,dataset/train/566.png,9
567,dataset/train/567.png,5
568,dataset/train/568.png,0
569,dataset/train/569.png,1
570,dataset/train/570.png,1
571,dataset/train/571.png,1
572,dataset/train/572.png,9
573,dataset/train/573.png,5
574,dataset/train/574.png,9
575,dataset/train/575.png,9
576,dataset/train/576.png,0
577,dataset/train/577.png,2
578,dataset/train/578.png,3
579,dataset/train/579.png,6
580,dataset/train/580.png,3
581,dataset/train/581.png,3
582,dataset/train/582.png,3
583,dataset/train/583.png,2
584,dataset/train/584.png,4
585,dataset/train/585.png,8
586,dataset/train/586.png,0
587,dataset/train/587.png,8
588,dataset/train/588.png,2
589,dataset/train/589.png,1
590,dataset/train/590.png,2
591,dataset/train/591.png,4
592,dataset/train/592.png,8
593,dataset/train/593.png,8
594,dataset/train/594.png,6
595,dataset/train/595.png,4
596,dataset/train/596.png,1
597,dataset/train/597.png,6
598,dataset/train/598.png,2
599,dataset/train/599.png,1
600,dataset/train/600.png,2
601,dataset/train/601.png,9
602,dataset/train/602.png,1
603,dataset/train/603.png,2
604,dataset/train/604.png,1
605,dataset/train/605.png,3
606,dataset/train/606.png,3
607,dataset/train/607.png,2
608,dataset/train/608.png,4
609,dataset/train/609.png,1
610,dataset/train/610.png,1
611,dataset/train/611.png,7
612,dataset/train/612.png,0
613,dataset/train/613.png,2
614,dataset/train/614.png,1
615,dataset/train/615.png,1
616,dataset/train/616.png,2
617,dataset/train/617.png,7
618,dataset/train/618.png,9
619,dataset/train/619.png,2
620,dataset/train/620.png,5
621,dataset/train/621.png,3
622,dataset/train/622.png,1
623,dataset/train/623.png,4
624,dataset/train/624.png,2
625,dataset/train/625.png,2
626,dataset/train/626.png,7
627,dataset/train/627.png,9
628,dataset/train/628.png,7
629,dataset/train/629.png,4
630,dataset/train/630.png,6
631,dataset/train/631.png,7
632,dataset/train/632.png,0
633,dataset/train/633.png,1
634,dataset/train/634.png,5
635,dataset/train/635.png,8
636,dataset/train/636.png,6
637,dataset/train/637.png,4
638,dataset/train/638.png,1
639,dataset/train/639.png,1
640,dataset/train/640.png,8
641,dataset/train/641.png,2
642,dataset/train/642.png,0
643,dataset/train/643.png,1
644,dataset/train/644.png,0
645,dataset/train/645.png,6
646,dataset/train/646.png,7
647,dataset/train/647.png,7
648,dataset/train/648.png,6
649,dataset/train/649.png,6
650,dataset/train/650.png,6
651,dataset/train/651.png,3
652,dataset/train/652.png,4
653,dataset/train/653.png,4
654,dataset/train/654.png,6
655,dataset/train/655.png,4
656,dataset/train/656.png,3
657,dataset/train/657.png,8
658,dataset/train/658.png,3
659,dataset/train/659.png,8
660,dataset/train/660.png,9
661,dataset/train/661.png,0
662,dataset/train/662.png,0
663,dataset/train/663.png,8
664,dataset/train/664.png,4
665,dataset/train/665.png,6
666,dataset/train/666.png,4
667,dataset/train/667.png,8
668,dataset/train/668.png,4
669,dataset/train/669.png,7
670,dataset/train/670.png,2
671,dataset/train/671.png,4
672,dataset/train/672.png,1
673,dataset/train/673.png,8
674,dataset/train/674.png,0
675,dataset/train/675.png,4
676,dataset/train/676.png,5
677,dataset/train/677.png,1
678,dataset/train/678.png,9
679,dataset/train/679.png,8
680,dataset/train/680.png,2
681,dataset/train/681.png,0
682,dataset/train/682.png,8
683,dataset/train/683.png,3
684,dataset/train/684.png,9
685,dataset/train/685.png,0
686,dataset/train/686.png,8
687,dataset/train/687.png,7
688,dataset/train/688.png,0
689,dataset/train/689.png,6
690,dataset/train/690.png,6
691,dataset/train/691.png,0
692,dataset/train/692.png,7
693,dataset/train/693.png,4
694,dataset/train/694.png,6
695,dataset/train/695.png,5
696,dataset/train/696.png,8
697,dataset/train/697.png,3
698,dataset/train/698.png,1
699,dataset/train/699.png,6
700,dataset/train/700.png,7
701,dataset/train/701.png,1
702,dataset/train/702.png,6
703,dataset/train/703.png,4
704,dataset/train/704.png,7
705,dataset/train/705.png,5
706,dataset/train/706.png,0
707,dataset/train/707.png,8
708,dataset/train/708.png,7
709,dataset/train/709.png,5
710,dataset/train/710.png,1
711,dataset/train/711.png,1
712,dataset/train/712.png,1
713,dataset/train/713.png,0
714,dataset/train/714.png,8
715,dataset/train/715.png,4
716,dataset/train/716.png,1
717,dataset/train/717.png,2
718,dataset/train/718.png,9
719,dataset/train/719.png,1
720,dataset/train/720.png,8
721,dataset/train/721.png,1
722,dataset/train/722.png,7
723,dataset/train/723.png,9
724,dataset/train/724.png,3
725,dataset/train/725.png,6
726,dataset/train/726.png,2
727,dataset/train/727.png,3
728,dataset/train/728.png,1
729,dataset/train/729.png,0
730,dataset/train/730.png,8
731,dataset/train/731.png,8
732,dataset/train/732.png,9
733,dataset/train/733.png,4
734,dataset/train/734.png,6
735,dataset/train/735.png,5
736,dataset/train/736.png,4
737,dataset/train/737.png,8
738,dataset/train/738.png,2
739,dataset/train/739.png,7
740,dataset/train/740.png,8
741,dataset/train/741.png,7
742,dataset/train/742.png,8
743,dataset/train/743.png,0
744,dataset/train/744.png,2
745,dataset/train/745.png,4
746,dataset/train/746.png,8
747,dataset/train/747.png,0
748,dataset/train/748.png,9
749,dataset/train/749.png,3
750,dataset/train/750.png,7
751,dataset/train/751.png,5
752,dataset/train/752.png,3
753,dataset/train/753.png,6
754,dataset/train/754.png,7
755,dataset/train/755.png,1
756,dataset/train/756.png,9
757,dataset/train/757.png,8
758,dataset/train/758.png,0
759,dataset/train/759.png,6
760,dataset/train/760.png,6
761,dataset/train/761.png,7
762,dataset/train/762.png,6
763,dataset/train/763.png,1
764,dataset/train/764.png,3
765,dataset/train/765.png,2
766,dataset/train/766.png,9
767,dataset/train/767.png,0
768,dataset/train/768.png,9
769,dataset/train/769.png,0
770,dataset/train/770.png,6
771,dataset/train/771.png,4
772,dataset/train/772.png,5
773,dataset/train/773.png,6
774,dataset/train/774.png,9
775,dataset/train/775.png,2
776,dataset/train/776.png,0
777,dataset/train/777.png,7
778,dataset/train/778.png,5
779,dataset/train/779.png,7
780,dataset/train/780.png,0
781,dataset/train/781.png,4
782,dataset/train/782.png,9
783,dataset/train/783.png,7
784,dataset/train/784.png,1
785,dataset/train/785.png,7
786,dataset/train/786.png,2
787,dataset/train/787.png,8
788,dataset/train/788.png,5
789,dataset/train/789.png,4
790,dataset/train/790.png,9
791,dataset/train/791.png,6
792,dataset/train/792.png,6
793,dataset/train/793.png,2
794,dataset/train/794.png,1
795,dataset/train/795.png,4
796,dataset/train/796.png,3
797,dataset/train/797.png,0
798,dataset/train/798.png,2
799,dataset/train/799.png,2
800,dataset/train/800.png,5
801,dataset/train/801.png,2
802,dataset/train/802.png,0
803,dataset/train/803.png,8
804,dataset/train/804.png,6
805,dataset/train/805.png,5
806,dataset/train/806.png,7
807,dataset/train/807.png,6
808,dataset/train/808.png,9
809,dataset/train/809.png,4
810,dataset/train/810.png,3
811,dataset/train/811.png,6
812,dataset/train/812.png,7
813,dataset/train/813.png,6
814,dataset/train/814.png,2
815,dataset/train/815.png,5
816,dataset/train/816.png,2
817,dataset/train/817.png,6
818,dataset/train/818.png,6
819,dataset/train/819.png,8
820,dataset/train/820.png,6
821,dataset/train/821.png,2
822,dataset/train/822.png,3
823,dataset/train/823.png,4
824,dataset/train/824.png,1
825,dataset/train/825.png,9
826,dataset/train/826.png,4
827,dataset/train/827.png,3
828,dataset/train/828.png,3
829,dataset/train/829.png,8
830,dataset/train/830.png,3
831,dataset/train/831.png,2
832,dataset/train/832.png,7
833,dataset/train/833.png,7
834,dataset/train/834.png,0
835,dataset/train/835.png,2
836,dataset/train/836.png,7
837,dataset/train/837.png,8
838,dataset/train/838.png,4
839,dataset/train/839.png,3
840,dataset/train/840.png,7
841,dataset/train/841.png,3
842,dataset/train/842.png,2
843,dataset/train/843.png,0
844,dataset/train/844.png,1
845,dataset/train/845.png,3
846,dataset/train/846.png,8
847,dataset/train/847.png,8
848,dataset/train/848.png,6
849,dataset/train/849.png,8
850,dataset/train/850.png,4
851,dataset/train/851.png,2
852,dataset/train/852.png,3
853,dataset/train/853.png,5
854,dataset/train/854.png,4
855,dataset/train/855.png,3
856,dataset/train/856.png,9
857,dataset/train/857.png,9
858,dataset/train/858.png,3
859,dataset/train/859.png,1
860,dataset/train/860.png,7
861,dataset/train/861.png,1
862,dataset/train/862.png,6
863,dataset/train/863.png,3
864,dataset/train/864.png,7
865,dataset/train/865.png,4
866,dataset/train/866.png,5
867,dataset/train/867.png,1
868,dataset/train/868.png,1
869,dataset/train/869.png,0
870,dataset/train/870.png,1
871,dataset/train/871.png,1
872,dataset/train/872.png,6
873,dataset/train/873.png,9
874,dataset/train/874.png,4
875,dataset/train/875.png,6
876,dataset/train/876.png,3
877,dataset/train/877.png,4
878,dataset/train/878.png,5
879,dataset/train/879.png,3
880,dataset/train/880.png,0
881,dataset/train/881.png,8
882,dataset/train/882.png,1
883,dataset/train/883.png,5
884,dataset/train/884.png,5
885,dataset/train/885.png,0
886,dataset/train/886.png,6
887,dataset/train/887.png,4
888,dataset/train/888.png,3
889,dataset/train/889.png,7
890,dataset/train/890.png,0
891,dataset/train/891.png,1
892,dataset/train/892.png,8
893,dataset/train/893.png,3
894,dataset/train/894.png,8
895,dataset/train/895.png,9
896,dataset/train/896.png,9
897,dataset/train/897.png,5
898,dataset/train/898.png,7
899,dataset/train/899.png,8
900,dataset/train/900.png,0
901,dataset/train/901.png,7
902,dataset/train/902.png,4
903,dataset/train/903.png,7
904,dataset/train/904.png,1
905,dataset/train/905.png,1
906,dataset/train/906.png,0
907,dataset/train/907.png,6
908,dataset/train/908.png,9
909,dataset/train/909.png,8
910,dataset/train/910.png,1
911,dataset/train/911.png,9
912,dataset/train/912.png,6
913,dataset/train/913.png,2
914,dataset/train/914.png,5
915,dataset/train/915.png,4
916,dataset/train/916.png,1
917,dataset/train/917.png,3
918,dataset/train/918.png,4
919,dataset/train/919.png,3
920,dataset/train/920.png,4
921,dataset/train/921.png,7
922,dataset/train/922.png,8
923,dataset/train/923.png,1
924,dataset/train/924.png,7
925,dataset/train/925.png,9
926,dataset/train/926.png,1
927,dataset/train/927.png,0
928,dataset/train/928.png,4
929,dataset/train/929.png,8
930,dataset/train/930.png,5
931,dataset/train/931.png,1
932,dataset/train/932.png,8
933,dataset/train/933.png,9
934,dataset/train/934.png,2
935,dataset/train/935.png,5
936,dataset/train/936.png,8
937,dataset/train/937.png,4
938,dataset/train/938.png,5
939,dataset/train/939.png,3
940,dataset/train/940.png,4
941,dataset/train/941.png,8
942,dataset/train/942.png,9
943,dataset/train/943.png,0
944,dataset/train/944.png,9
945,dataset/train/945.png,2
946,dataset/train/946.png,5
947,dataset/train/947.png,9
948,dataset/train/948.png,7
949,dataset/train/949.png,5
950,dataset/train/950.png,9
951,dataset/train/951.png,1
952,dataset/train/952.png,9
953,dataset/train/953.png,0
954,dataset/train/954.png,2
955,dataset/train/955.png,1
956,dataset/train/956.png,9
957,dataset/train/957.png,2
958,dataset/train/958.png,3
959,dataset/train/959.png,1
960,dataset/train/960.png,2
961,dataset/train/961.png,7
962,dataset/train/962.png,4
963,dataset/train/963.png,7
964,dataset/train/964.png,9
965,dataset/train/965.png,7
966,dataset/train/966.png,4
967,dataset/train/967.png,7
968,dataset/train/968.png,0
969,dataset/train/969.png,2
970,dataset/train/970.png,8
971,dataset/train/971.png,4
972,dataset/train/972.png,8
973,dataset/train/973.png,2
974,dataset/train/974.png,7
975,dataset/train/975.png,6
976,dataset/train/976.png,1
977,dataset/train/977.png,1
978,dataset/train/978.png,5
979,dataset/train/979.png,3
980,dataset/train/980.png,1
981,dataset/train/981.png,7
982,dataset/train/982.png,0
983,dataset/train/983.png,3
984,dataset/train/984.png,1
985,dataset/train/985.png,4
986,dataset/train/986.png,9
987,dataset/train/987.png,9
988,dataset/train/988.png,0
989,dataset/train/989.png,7
990,dataset/train/990.png,9
991,dataset/train/991.png,7
992,dataset/train/992.png,1
993,dataset/train/993.png,5
994,dataset/train/994.png,3
995,dataset/train/995.png,3
996,dataset/train/996.png,4
997,dataset/train/997.png,6
